,ts_start,ts_end,nodeid,iccid,total_measurement_duration,dl_test_duration,imsimccmnc,nwmccmnc,cid_changes,enodebid_changes,devicemode_changes,devicesubmode_changes,rsrp_changes,rssi_changes,lac_changes,min_rsrp,max_rsrp,median_rsrp,min_rssi,max_rssi,median_rssi,hour_of_day,day_of_week,res_dl_kbps
108,1500769277,1500769316,228,89470000160204126016,39,11.868500709533693,24201,24201,0,0,0,0,0,1,0,-93.0,-93.0,-93.0,-69,-65,-67.0,0,6,18433.272721
113,1500250685,1500250711,228,89470000160204126016,26,10.735002517700195,24201,24201,0,0,0,0,0,1,0,-92.0,-92.0,-92.0,-65,-62,-63.5,0,0,83668.135521
117,1501373916,1501373945,228,89470000160204126016,29,12.029820203781128,24201,24201,0,0,0,0,0,0,0,-95.0,-95.0,-95.0,-68,-68,-68.0,0,6,16849.130216999998
120,1500596290,1500596318,228,89470000160204126016,28,11.605583906173706,24201,24201,0,0,0,0,0,1,0,-101.0,-101.0,-101.0,-72,-70,-71.0,0,4,29026.360929000002
121,1500855533,1500855583,228,89470000160204126016,50,15.96025800704956,24201,24201,0,0,0,0,0,0,0,-107.0,-107.0,-107.0,-75,-75,-75.0,0,0,1828.452648
122,1502756225,1502756272,228,89470000160204126016,47,13.495879888534546,24201,24201,0,0,0,0,0,0,0,-116.0,-116.0,-116.0,-81,-81,-81.0,0,1,7566.191236
128,1503274576,1503274602,228,8947080037000370261,26,10.167037725448607,24202,24202,0,0,0,0,0,0,0,-104.0,-104.0,-104.0,-74,-74,-74.0,0,0,29624.515310000003
131,1503447377,1503447407,228,8947080037000370261,30,11.635988235473633,24202,24202,0,0,0,0,1,1,0,-98.0,-96.0,-96.0,-72,-70,-70.0,0,2,28750.604488
135,1500596237,1500596264,228,8947080037000370261,27,10.849275827407837,24202,24202,0,0,0,0,1,1,0,-101.0,-100.0,-100.5,-73,-71,-72.0,0,4,42477.447334
145,1501373838,1501373885,228,8947080037000370261,47,16.179847717285153,24202,24202,0,0,0,0,2,2,0,-115.0,-114.0,-115.0,-86,-83,-85.0,0,6,5383.167084000001
147,1499213975,1499214006,228,8947080037000370261,31,13.446266889572144,24202,24202,0,0,0,0,0,0,0,,,,-92,-92,-92.0,0,2,9760.531581000001
161,1503188177,1503188218,228,8947080037000370261,41,13.172854661941528,24202,24202,0,0,0,0,0,2,0,-107.0,-107.0,-107.0,-83,-79,-81.0,0,6,10722.721221
166,1500682636,1500682680,228,8947080037000370261,44,15.407114744186401,24202,24202,0,0,0,0,0,1,0,-106.0,-106.0,-106.0,-80,-77,-78.5,0,5,7919.155967000001
167,1503360976,1503361004,228,8947080037000370261,28,10.308463096618652,24202,24202,0,0,0,0,1,1,0,-105.0,-104.0,-104.5,-78,-74,-76.0,0,1,10608.973997
175,1499386636,1499386664,228,8947080037000370261,28,11.06414794921875,24202,24202,0,0,0,0,0,1,0,-96.0,-96.0,-96.0,-72,-69,-69.0,0,4,19402.657454
179,1500855442,1500855499,228,8947080037000370261,57,15.483461380004885,24202,24202,0,0,0,0,0,1,0,-98.0,-98.0,-98.0,-74,-72,-72.0,0,0,19982.802950999998
187,1503101778,1503101804,228,8947080037000370261,26,10.707569360733034,24202,24202,0,0,0,0,2,1,0,-85.0,-84.0,-84.0,-58,-55,-55.0,0,5,45378.791876999996
197,1501719379,1501719418,228,8947080037000370261,39,10.632053613662722,24202,24202,0,0,0,0,0,0,0,-111.0,-111.0,-111.0,-79,-79,-79.0,0,3,20127.473990000002
205,1503533775,1503533801,228,8947080037000370261,26,10.234438657760618,24202,24202,0,0,0,0,0,1,0,-87.0,-87.0,-87.0,-61,-57,-61.0,0,3,37180.631732999995
209,1501546641,1501546674,228,8947080037000370261,33,13.599106550216675,24202,24202,0,0,0,0,1,0,0,-110.0,-109.0,-109.0,-81,-81,-81.0,0,1,10240.661011
215,1502669776,1502669807,228,8947080037000370261,31,10.371328592300417,24202,24202,0,0,0,0,0,0,0,-108.0,-108.0,-108.0,-80,-80,-80.0,0,0,9429.694886
221,1500250635,1500250662,228,8947080037000370261,27,10.913815259933472,24202,24202,0,0,0,0,0,1,0,-103.0,-103.0,-103.0,-76,-72,-74.0,0,0,40734.447026
223,1499300370,1499300420,228,8947080037000370261,50,13.075256824493408,24202,24202,0,0,0,0,0,0,0,,,,-95,-95,-95.0,0,3,8360.999559
227,1500941969,1500942002,228,8947080037000370261,33,11.214982509613037,24202,24202,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,-73,-73,-73.0,0,1,36059.570493
229,1502756177,1502756206,228,8947080037000370261,29,10.465093612670898,24202,24202,0,0,0,0,0,1,0,-108.0,-108.0,-108.0,-82,-80,-81.0,0,1,13116.670364
235,1500250682,1500250742,254,89470000160204126347,60,13.906293869018555,24201,24201,0,0,0,0,0,0,0,-105.0,-105.0,-105.0,-76,-76,-76.0,0,0,7042.99978
239,1499905108,1499905134,254,89470000160204126347,26,10.127270698547363,24201,24201,0,0,0,0,0,0,0,-72.0,-72.0,-72.0,-45,-45,-45.0,0,3,17858.581234999998
244,1500164286,1500164343,254,89470000160204126347,57,12.87121868133545,24201,24201,0,0,0,0,1,1,0,-105.0,-104.0,-104.0,-78,-75,-78.0,0,6,6840.225698
249,1503447430,1503447457,254,89470000160204126347,27,11.544838428497314,24201,24201,0,0,0,0,0,1,0,-78.0,-78.0,-78.0,-55,-51,-51.0,0,2,29216.010481999998
259,1502756232,1502756257,254,89470000160204126347,25,10.112951993942259,24201,24201,0,0,0,0,0,0,0,-87.0,-87.0,-87.0,-57,-57,-57.0,0,1,19462.793598
270,1502669832,1502669857,254,89470000160204126347,25,10.231105566024778,24201,24201,0,0,0,0,0,2,0,-95.0,-95.0,-95.0,-69,-65,-69.0,0,0,18419.693171000003
276,1502583426,1502583454,254,89470000160204126347,28,10.485771417617796,24201,24201,0,0,0,0,0,2,0,-99.0,-99.0,-99.0,-71,-67,-69.0,0,6,11039.142827
280,1503533829,1503533856,254,89470000160204126347,27,11.143473863601685,24201,24201,0,0,0,0,0,1,0,-92.0,-92.0,-92.0,-65,-62,-63.5,0,3,69140.080245
284,1499991504,1499991531,254,89470000160204126347,27,10.176207780838011,24201,24201,0,0,0,0,0,1,0,-98.0,-98.0,-98.0,-71,-69,-71.0,0,4,18590.526274
290,1502842636,1502842661,254,89470000160204126347,25,10.178167819976807,24201,24201,0,0,0,0,0,1,0,-83.0,-83.0,-83.0,-57,-53,-55.0,0,2,19714.204482
309,1501373903,1501373932,254,89470000160204126347,29,11.288581609725952,24201,24201,0,0,0,0,0,0,0,-107.0,-107.0,-107.0,-76,-76,-76.0,0,6,35081.503917
315,1500769094,1500769147,254,89470000160204126347,53,10.897705316543579,24201,24201,0,0,0,0,1,0,0,-116.0,-115.0,-115.5,-83,-83,-83.0,0,6,12629.795114
321,1503361027,1503361054,254,89470000160204126347,27,10.9316725730896,24201,24201,0,0,0,0,1,1,0,-101.0,-100.0,-101.0,-74,-70,-70.0,0,1,44721.765644
330,1514333812,1514333841,254,89470000160204126347,29,11.634042739868164,24201,24201,0,0,0,0,0,1,0,-107.0,-107.0,-107.0,-77,-75,-76.0,0,2,15019.663505112656
332,1500077888,1500077915,254,89470000160204126347,27,10.202014446258543,24201,24201,0,0,0,0,0,0,0,-96.0,-96.0,-96.0,-69,-69,-69.0,0,5,17719.466629
335,1502237910,1502237942,254,89470000160204126347,32,11.375075578689575,24201,24201,0,0,0,0,0,1,0,-94.0,-94.0,-94.0,-67,-63,-65.0,0,2,43955.259217
336,1502497026,1502497053,254,89470000160204126347,27,10.25089406967163,24201,24201,0,0,0,0,1,1,0,-106.0,-105.0,-105.5,-77,-75,-76.0,0,5,17266.167659
342,1502928978,1502929006,254,89470000160204126347,28,11.15236783027649,24201,24201,0,0,0,0,0,0,0,-86.0,-86.0,-86.0,-60,-60,-60.0,0,3,30207.322874
349,1503620232,1503620259,254,89470000160204126347,27,11.158802032470703,24201,24201,0,0,0,0,0,1,0,-92.0,-92.0,-92.0,-65,-61,-61.0,0,4,65874.303245
362,1501373837,1501373865,254,8947080037000370295,28,10.902203559875488,24202,24202,0,0,0,0,0,1,0,-113.0,-113.0,-113.0,-80,-77,-78.5,0,6,8347.229293
373,1502669784,1502669810,254,8947080037000370295,26,10.170989274978636,24202,24202,0,0,0,0,0,1,0,-71.0,-71.0,-71.0,-48,-44,-44.0,0,0,31193.203884
389,1510532116,1510532142,254,8947080037000370295,26,10.251804590225222,24202,24202,0,0,0,0,1,2,0,-92.0,-91.0,-92.0,-66,-62,-64.0,0,0,46529.69186695835
393,1500164235,1500164264,254,8947080037000370295,29,12.407144784927368,24202,24202,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,-70,-70,-70.0,0,6,16901.263061
395,1501978577,1501978606,254,8947080037000370295,29,12.82386064529419,24202,24202,0,0,0,0,0,1,0,-107.0,-107.0,-107.0,-79,-76,-79.0,0,6,15788.358081999999
402,1502583376,1502583403,254,8947080037000370295,27,10.7815580368042,24202,24202,0,0,0,0,1,1,0,-69.0,-68.0,-68.5,-46,-42,-44.0,0,6,47462.437477
409,1502842575,1502842610,254,8947080037000370295,35,11.231016874313354,24202,24202,0,0,0,0,0,0,0,-97.0,-97.0,-97.0,-70,-70,-70.0,0,2,12984.76893
426,1502496976,1502497001,254,8947080037000370295,25,10.738990783691406,24202,24202,0,0,0,0,0,1,0,-87.0,-87.0,-87.0,-61,-57,-59.0,0,5,69041.785334
431,1500250637,1500250664,254,8947080037000370295,27,11.525915145874025,24202,24202,0,0,0,0,0,1,0,-92.0,-92.0,-92.0,-69,-65,-65.0,0,0,27003.968538
432,1503447378,1503447405,254,8947080037000370295,27,10.793933153152466,24202,24202,0,0,0,0,0,1,0,-72.0,-72.0,-72.0,-46,-42,-46.0,0,2,47824.658911
442,1503533780,1503533807,254,8947080037000370295,27,10.570714712142943,24202,24202,0,0,0,0,0,1,0,-75.0,-75.0,-75.0,-49,-46,-47.5,0,3,57807.255820000006
452,1500769037,1500769064,254,8947080037000370295,27,11.032438039779663,24202,24202,0,0,0,0,0,1,0,-96.0,-96.0,-96.0,-68,-66,-67.0,0,6,37131.819445
457,1503620179,1503620206,254,8947080037000370295,27,10.754051208496094,24202,24202,0,0,0,0,0,0,0,-70.0,-70.0,-70.0,-43,-43,-43.0,0,4,48829.022926
465,1502929032,1502929058,254,8947080037000370295,26,10.141268014907835,24202,24202,0,0,0,0,1,1,0,-101.0,-100.0,-100.5,-75,-73,-74.0,0,3,19940.112973
468,1500077836,1500077864,254,8947080037000370295,28,11.087162256240845,24202,24202,0,0,0,0,0,0,0,-93.0,-93.0,-93.0,-66,-66,-66.0,0,5,32919.31022
476,1514333768,1514333797,254,8947080037000370295,29,10.218069553375244,24202,24202,0,0,0,0,1,0,0,-95.0,-94.0,-95.0,-64,-64,-64.0,0,2,18806.05572265164
485,1503360977,1503361004,254,8947080037000370295,27,11.564306020736694,24202,24202,0,0,0,0,0,1,0,-76.0,-76.0,-76.0,-49,-46,-47.5,0,1,22861.248501
525,1499991437,1499991467,254,8947080037000370295,30,11.741531372070312,24202,24202,0,0,0,0,1,0,0,-94.0,-93.0,-93.0,-67,-67,-67.0,0,4,32088.406575
533,1502756178,1502756206,254,8947080037000370295,28,11.407735109329224,24202,24202,0,0,0,0,0,1,0,-90.0,-90.0,-90.0,-67,-63,-65.0,0,1,29947.447018
537,1500509833,1500509879,255,89460120151127074892,46,11.084720373153687,24001,24202,0,0,0,0,2,1,0,-101.0,-100.0,-101.0,-75,-71,-71.0,0,3,31863.142875
541,1499127438,1499127485,255,89460120151127074892,47,10.337528467178343,24001,24202,0,0,0,0,0,2,0,-86.0,-86.0,-86.0,-62,-59,-61.0,0,1,10307.953338
545,1501805778,1501805816,255,89460120151127074892,38,11.4304039478302,24001,24202,0,0,0,0,2,2,0,-115.0,-114.0,-114.0,-93,-87,-88.0,0,4,10837.163860999999
547,1502669778,1502669805,255,89460120151127074892,27,10.676844120025637,24001,24202,0,0,0,0,1,1,0,-85.0,-83.0,-84.0,-58,-55,-56.5,0,0,72473.10457899999
550,1500337033,1500337062,255,89460120151127074892,29,12.889563798904419,24001,24202,0,0,0,0,0,0,0,-102.0,-102.0,-102.0,-71,-71,-71.0,0,1,14383.326643
556,1502497067,1502497097,255,89460120151127074892,30,11.13848614692688,24001,24202,0,0,0,0,1,1,0,-95.0,-94.0,-95.0,-69,-65,-69.0,0,5,59244.189060000004
562,1501719396,1501719433,255,89460120151127074892,37,11.53332805633545,24001,24202,0,0,0,0,2,1,0,-92.0,-88.0,-90.0,-66,-62,-62.0,0,3,10755.594512
566,1503447379,1503447405,255,89460120151127074892,26,10.481363296508787,24001,24202,0,0,0,0,0,2,0,-73.0,-73.0,-73.0,-47,-43,-45.0,0,2,64271.318402
576,1500250724,1500250752,255,89460120151127074892,28,10.971606492996216,24001,24202,0,0,0,0,1,1,0,-103.0,-102.0,-102.5,-76,-73,-74.5,0,0,31015.898387
577,1500423435,1500423465,255,89460120151127074892,30,11.462585687637329,24001,24202,0,0,0,0,0,1,0,-86.0,-86.0,-86.0,-61,-59,-59.0,0,2,21400.627734
578,1503533774,1503533801,255,89460120151127074892,27,10.399006843566896,24001,24202,0,0,0,0,0,1,0,-61.0,-61.0,-61.0,-38,-34,-36.0,0,3,47366.602891
590,1499300239,1499300288,255,89460120151127074892,49,11.296322345733644,24001,24202,0,0,0,0,0,1,0,-83.0,-83.0,-83.0,-59,-56,-57.5,0,3,24506.353796
608,1499818636,1499818666,255,89460120151127074892,30,11.089771509170532,24001,24202,0,0,0,0,2,2,0,-85.0,-83.0,-85.0,-61,-56,-59.0,0,2,34623.858705
631,1499386636,1499386666,255,89460120151127074892,30,11.344160079956055,24001,24202,0,0,0,0,0,1,0,-99.0,-99.0,-99.0,-73,-70,-71.5,0,4,30326.653223
634,1500164233,1500164269,255,89460120151127074892,36,12.185902833938599,24001,24202,0,0,0,0,0,0,0,-105.0,-105.0,-105.0,-74,-74,-74.0,0,6,14564.41349
641,1500077839,1500077886,255,89460120151127074892,47,11.26132321357727,24001,24202,0,0,0,0,0,1,0,-87.0,-87.0,-87.0,-63,-60,-60.0,0,5,33889.522623000004
651,1499559433,1499559461,255,89460120151127074892,28,10.391470193862917,24001,24202,0,0,0,0,0,1,0,-104.0,-104.0,-104.0,-76,-73,-74.5,0,6,25688.173328999997
652,1501373833,1501373860,255,89460120151127074892,27,10.620500087738037,24001,24202,0,0,0,0,0,1,0,-84.0,-84.0,-84.0,-60,-57,-57.0,0,6,23769.973634
658,1499905033,1499905066,255,89460120151127074892,33,12.045525074005127,24001,24202,0,0,0,0,0,1,0,-106.0,-106.0,-106.0,-78,-75,-76.5,0,3,19816.605415
662,1503620174,1503620200,255,89460120151127074892,26,10.545450925827025,24001,24202,0,0,0,0,0,1,0,-75.0,-75.0,-75.0,-49,-46,-46.0,0,4,77495.862571
663,1502756173,1502756199,255,89460120151127074892,26,11.07745099067688,24001,24202,0,0,0,0,0,0,0,-97.0,-97.0,-97.0,-66,-66,-66.0,0,1,31735.834529000003
667,1501978574,1501978614,255,89460120151127074892,40,11.057435750961304,24001,24202,0,0,0,0,1,0,0,-101.0,-100.0,-100.5,-72,-72,-72.0,0,6,5786.10248
671,1514333775,1514333801,255,89460120151127074892,26,10.404813051223757,24001,24202,0,0,0,0,1,1,0,-85.0,-84.0,-85.0,-60,-57,-60.0,0,2,19485.40768220702
674,1502410656,1502410682,255,89460120151127074892,26,10.49838638305664,24001,24202,0,0,0,0,0,2,0,-78.0,-78.0,-78.0,-52,-48,-49.0,0,4,81233.43645499999
676,1499991433,1499991469,255,89460120151127074892,36,12.370488166809082,24001,24202,0,0,0,0,0,2,0,-105.0,-105.0,-105.0,-77,-74,-77.0,0,4,10472.110568
682,1503360979,1503361007,255,89460120151127074892,28,10.48894500732422,24001,24202,0,0,0,0,0,0,0,-77.0,-77.0,-77.0,-47,-47,-47.0,0,1,54599.480794
686,1502151374,1502151402,255,89460120151127074892,28,11.708745956420898,24001,24202,0,0,0,0,0,1,0,-92.0,-92.0,-92.0,-67,-64,-64.0,0,1,20400.96468
687,1502583388,1502583430,255,89460120151127074892,42,10.86096477508545,24001,24202,0,0,0,0,0,1,0,-83.0,-83.0,-83.0,-56,-53,-54.5,0,6,70703.4831
697,1502842573,1502842608,255,89460120151127074892,35,11.598758697509766,24001,24202,0,0,0,0,0,0,0,-89.0,-89.0,-89.0,-62,-62,-62.0,0,2,13077.70967
699,1501201063,1501201102,255,89460120151127074892,39,13.006462097167967,24001,24202,0,0,0,0,2,2,0,-117.0,-100.0,-105.0,-77,-71,-75.0,0,4,8836.208841
702,1501632974,1501633020,255,89460120151127074892,46,12.133275270462036,24001,24202,0,0,0,0,0,1,0,-110.0,-110.0,-110.0,-86,-84,-86.0,0,2,16139.425112
707,1500769038,1500769068,255,89460120151127074892,30,11.389286518096926,24001,24202,0,0,0,0,2,2,0,-84.0,-83.0,-83.0,-60,-56,-58.0,0,6,33336.443865
710,1502583374,1502583405,261,89460120151127090252,31,10.341338396072386,24001,24202,0,0,0,0,0,0,0,-108.0,-108.0,-108.0,-77,-77,-77.0,0,6,25816.922109
712,1502496982,1502497041,261,89460120151127090252,59,11.525402784347534,24001,24202,0,0,0,0,0,1,0,,,,-84,-82,-83.0,0,5,20940.278459
718,1503447378,1503447417,261,89460120151127090252,39,11.270445823669435,24001,24202,0,0,0,0,0,0,0,,,,-88,-88,-88.0,0,2,7056.236145
719,1502669783,1502669812,261,89460120151127090252,29,12.362669944763185,24001,24202,0,0,0,0,1,1,0,-94.0,-93.0,-93.5,-70,-66,-68.0,0,0,15335.816636000001
735,1499905032,1499905070,261,89460120151127090252,38,11.50181245803833,24001,24202,0,0,0,0,0,0,0,,,,-58,-58,-58.0,0,3,14178.0028
738,1499732246,1499732298,261,89460120151127090252,52,10.88438844680786,24001,24202,0,0,0,0,0,0,0,,,,-73,-73,-73.0,0,1,21408.82664
744,1502928973,1502929005,261,89460120151127090252,32,14.18526816368103,24001,24202,0,0,0,0,2,1,0,-84.0,-83.0,-83.0,-58,-57,-57.0,0,3,3439.4854880000003
752,1503360976,1503361014,261,89460120151127090252,38,12.124167919158936,24001,24202,0,0,0,0,0,2,0,,,,-87,-80,-87.0,0,1,13864.9534
754,1510532111,1510532142,261,89460120151127090252,31,10.5920672416687,24001,24202,0,0,0,0,0,1,0,-86.0,-86.0,-86.0,-61,-59,-59.0,0,0,25516.089394755298
758,1499559443,1499559489,261,89460120151127090252,46,11.465284824371338,24001,24202,0,0,0,0,0,1,0,-97.0,-97.0,-97.0,-72,-69,-70.5,0,6,22013.86788
760,1501719372,1501719403,261,89460120151127090252,31,11.92085075378418,24001,24202,0,0,0,0,1,1,0,-100.0,-99.0,-99.5,-73,-71,-72.0,0,3,13288.154874
762,1501978578,1501978615,261,89460120151127090252,37,13.194627523422241,24001,24202,0,0,0,0,1,2,0,-98.0,-97.0,-97.0,-73,-69,-70.0,0,6,10494.325729
768,1503101782,1503101829,261,89460120151127090252,47,10.763893127441406,24001,24202,0,0,0,0,0,1,0,-95.0,-95.0,-95.0,-68,-66,-66.0,0,5,86714.221471
777,1511396124,1511396157,261,89460120151127090252,33,10.438704013824463,24001,24202,0,0,0,0,0,0,0,,,,-86,-86,-86.0,0,3,18324.713155300888
790,1500337035,1500337061,261,89460120151127090252,26,10.316011428833008,24001,24202,0,0,0,0,0,0,0,-94.0,-94.0,-94.0,-66,-66,-66.0,0,1,73790.053166
791,1500941847,1500941903,261,89460120151127090252,56,11.369422197341919,24001,24202,0,0,0,0,0,0,0,,,,-81,-81,-81.0,0,1,12313.204197
793,1500250641,1500250690,261,89460120151127090252,49,10.49349069595337,24001,24202,0,0,0,0,0,1,0,-97.0,-97.0,-97.0,-70,-68,-68.0,0,0,63204.829442999995
798,1502842573,1502842602,261,89460120151127090252,29,12.147153854370115,24001,24202,0,0,0,0,1,1,0,-86.0,-85.0,-86.0,-61,-57,-57.0,0,2,17787.36945
802,1499127436,1499127491,261,89460120151127090252,55,10.176341295242311,24001,24202,0,0,0,0,0,0,0,,,,-70,-70,-70.0,0,1,9721.85248
807,1503533781,1503533832,261,89460120151127090252,51,11.20815110206604,24001,24202,0,0,0,0,0,1,0,-80.0,-80.0,-80.0,-55,-53,-54.0,0,3,25353.171274
812,1514420169,1514420201,261,89460120151127090252,32,10.943902969360352,24001,24202,0,0,0,0,0,1,0,-97.0,-97.0,-97.0,-70,-67,-68.5,0,3,36016.7802081502
819,1503188185,1503188231,261,89460120151127090252,46,10.84201169013977,24001,24202,0,0,0,0,1,1,0,-96.0,-95.0,-95.0,-69,-65,-65.0,0,6,90799.62955499999
820,1500855447,1500855507,261,89460120151127090252,60,11.39523220062256,24001,24202,0,0,0,0,0,0,0,,,,-88,-88,-88.0,0,0,19361.522928
826,1500509835,1500509870,261,89460120151127090252,35,12.358434200286865,24001,24202,0,0,0,0,0,0,0,,,,-64,-64,-64.0,0,3,6496.531095
828,1499300232,1499300267,261,89460120151127090252,35,11.703740119934082,24001,24202,0,0,0,0,0,0,0,,,,-77,-77,-77.0,0,3,13116.185972
833,1499386636,1499386666,261,89460120151127090252,30,12.946252346038818,24001,24202,0,0,0,0,0,0,0,-92.0,-92.0,-92.0,-61,-61,-61.0,0,4,6439.3874829999995
841,1502756191,1502756232,261,89460120151127090252,41,11.76303219795227,24001,24202,0,0,0,0,0,1,0,-90.0,-90.0,-90.0,-67,-63,-65.0,0,1,19215.75285
855,1503274593,1503274640,261,89460120151127090252,47,11.073551177978516,24001,24202,0,0,0,0,1,1,0,-104.0,-103.0,-103.0,-74,-72,-72.0,0,0,32853.806522000006
858,1510964110,1510964139,261,89460120151127090252,29,10.577257394790651,24001,24202,0,0,0,0,1,3,0,-98.0,-97.0,-97.5,-73,-69,-72.0,0,5,5334.870224727692
859,1500423438,1500423500,261,89460120151127090252,62,11.292500495910645,24001,24202,0,0,0,0,0,0,0,,,,-78,-78,-78.0,0,2,10493.553241
867,1500164236,1500164264,261,89460120151127090252,28,10.768011093139648,24001,24202,0,0,0,0,1,0,0,-91.0,-90.0,-90.0,-63,-63,-63.0,0,6,14745.478205000001
869,1502410579,1502410622,261,89460120151127090252,43,11.277832746505736,24001,24202,0,0,0,0,0,1,0,,,,-85,-75,-80.0,0,4,10894.52161
